sciName,howMany,comName,lat,lng,N_papers,id,publication_date,abstract,title
Poecile atricapillus,3,Black-capped Chickadee,49.26476,-123.25257,48,10.1371/journal.pone.0124820,2015-04-16T00:00:00Z,"
Tests for the presence of pathogen DNA or antibodies are routinely used to survey for current or past infections. In diseases that emerge following a host jump estimates of infection rate might be under- or overestimated. We here examine whether observed rates of infection are biased for a non-focal host species in a model system. The bacterium Mycoplasma gallisepticum is a widespread pathogen in house finches (Haemorhous mexicanus), a fringillid finch, but an unknown proportion of individuals of other songbird species are also infected. Our goal is to determine the extent to which detection of M. gallisepticum DNA or antibodies against the bacteria in a non-fringillid bird species is over- or underestimated using black-capped chickadees Poecile atricapillus, a species in which antibodies against M. gallisepticum are frequently detected in free-living individuals. After keeping black-capped chickadees in captivity for 12 weeks, during which period the birds remained negative for M. gallisepticum, four were inoculated with M. gallisepticum and four were sham inoculated in both eyes to serve as negative controls. Simultaneously we inoculated six house finches with the same isolate of M. gallisepticum as a positive control. All inoculated birds of both species developed infections detectable by qPCR in the conjunctiva. For the 6 weeks following inoculation we detected antibodies in all M. gallisepticum-inoculated house finches but in only three of the four M. gallisepticum-inoculated black-capped chickadees. All house finches developed severe eye lesions but none of the black-capped chickadees did. Modeling the Rapid Plate Agglutination test results of black-capped chickadees shows that the rate of false-positive tests would be not more than 3.2%, while the estimated rate of false negatives is 55%. We conclude that the proportion of wild-caught individuals in which we detect M. gallisepticum-specific antibodies using Rapid Plate Agglutination is, if anything, substantially underestimated.
",Response of Black-Capped Chickadees to House Finch Mycoplasma gallisepticum
Sitta canadensis,1,Red-breasted Nuthatch,49.26476,-123.25257,12,10.1371/journal.pone.0009266,2010-02-24T00:00:00Z,"
Large, recently-available genomic databases cover a wide range of life forms, suggesting opportunity for insights into genetic structure of biodiversity. In this study we refine our recently-described technique using indicator vectors to analyze and visualize nucleotide sequences. The indicator vector approach generates correlation matrices, dubbed Klee diagrams, which represent a novel way of assembling and viewing large genomic datasets. To explore its potential utility, here we apply the improved algorithm to a collection of almost 17000 DNA barcode sequences covering 12 widely-separated animal taxa, demonstrating that indicator vectors for classification gave correct assignment in all 11000 test cases. Indicator vector analysis revealed discontinuities corresponding to species- and higher-level taxonomic divisions, suggesting an efficient approach to classification of organisms from poorly-studied groups. As compared to standard distance metrics, indicator vectors preserve diagnostic character probabilities, enable automated classification of test sequences, and generate high-information density single-page displays. These results support application of indicator vectors for comparative analysis of large nucleotide data sets and raise prospect of gaining insight into broad-scale patterns in the genetic structure of biodiversity.
",Structural Analysis of Biodiversity
Sitta canadensis,1,Red-breasted Nuthatch,49.26476,-123.25257,12,10.1371/journal.pone.0055996,2013-02-07T00:00:00Z,"Background: Identifying persistence and extinction thresholds in species-habitat relationships is a major focal point of ecological research and conservation. However, one major concern regarding the incorporation of threshold analyses in conservation is the lack of knowledge on the generality and transferability of results across species and regions. We present a multi-region, multi-species approach of modeling threshold responses, which we use to investigate whether threshold effects are similar across species and regions. Methodology/Principal Findings: We modeled local persistence and extinction dynamics of 25 forest-associated breeding birds based on detection/non-detection data, which were derived from repeated breeding bird atlases for the state of Vermont. We did not find threshold responses to be particularly well-supported, with 9 species supporting extinction thresholds and 5 supporting persistence thresholds. This contrasts with a previous study based on breeding bird atlas data from adjacent New York State, which showed that most species support persistence and extinction threshold models (15 and 22 of 25 study species respectively). In addition, species that supported a threshold model in both states had associated average threshold estimates of 61.41% (SE = 6.11, persistence) and 66.45% (SE = 9.15, extinction) in New York, compared to 51.08% (SE = 10.60, persistence) and 73.67% (SE = 5.70, extinction) in Vermont. Across species, thresholds were found at 19.45–87.96% forest cover for persistence and 50.82–91.02% for extinction dynamics. Conclusions/Significance: Through an approach that allows for broad-scale comparisons of threshold responses, we show that species vary in their threshold responses with regard to habitat amount, and that differences between even nearby regions can be pronounced. We present both ecological and methodological factors that may contribute to the different model results, but propose that regardless of the reasons behind these differences, our results merit a warning that threshold values cannot simply be transferred across regions or interpreted as clear-cut targets for ecosystem management and conservation. ",Assessing Regional and Interspecific Variation in Threshold Responses of Forest Breeding Birds through Broad Scale Analyses
Sitta canadensis,1,Red-breasted Nuthatch,49.26476,-123.25257,12,10.1371/journal.pone.0172422,2017-02-17T00:00:00Z,"
Supplementary feeding of garden birds generally has benefits for both bird populations and human wellbeing. Birds have excellent colour vision, and show preferences for food items of particular colours, but research into colour preferences associated with artificial feeders is limited to hummingbirds. Here, we investigated the colour preferences of common UK garden birds foraging at seed-dispensing artificial feeders containing identical food. We presented birds simultaneously with an array of eight differently coloured feeders, and recorded the number of visits made to each colour over 370 30-minute observation periods in the winter of 2014/15. In addition, we surveyed visitors to a garden centre and science festival to determine the colour preferences of likely purchasers of seed feeders. Our results suggest that silver and green feeders were visited by higher numbers of individuals of several common garden bird species, while red and yellow feeders received fewer visits. In contrast, people preferred red, yellow, blue and green feeders. We suggest that green feeders may be simultaneously marketable and attractive to foraging birds.
",Colour preferences of UK garden birds at supplementary seed feeders
Sitta canadensis,1,Red-breasted Nuthatch,49.26476,-123.25257,12,10.1371/journal.pone.0015665,2011-02-09T00:00:00Z,"
        The evolution of the avian wing has long fascinated biologists, yet almost no work includes the length of primary feathers in consideration of overall wing length variation. Here we show that the length of the longest primary feather () contributing to overall wing length scales with negative allometry against total arm (ta = humerus+ulna+manus). The scaling exponent varied slightly, although not significantly so, depending on whether a species level analysis was used or phylogeny was controlled for using independent contrasts: . The scaling exponent was not significantly different from that predicted (0.86) by earlier work. It appears that there is a general trend for the primary feathers of birds to contribute proportionally less, and ta proportionally more, to overall wingspan as this dimension increases. Wingspan in birds is constrained close to mass (M1/3) because of optimisation for lift production, which limits opportunities for exterior morphological change. Within the wing, variations in underlying bone and feather lengths nevertheless may, in altering the joint positions, permit a range of different flight styles by facilitating variation in upstroke kinematics.
      ",Scaling of Avian Primary Feather Length
Sitta canadensis,1,Red-breasted Nuthatch,49.26476,-123.25257,12,10.1371/journal.pone.0131004,2015-07-08T00:00:00Z,"
Our ecological knowledge base is extensive, but the motivations for research are many and varied, leading to unequal species representation and coverage. As this evidence is used to support a wide range of conservation, management and policy actions, it is important that gaps and biases are identified and understood. In this paper we detail a method for quantifying research effort and impact at the individual species level, and go on to investigate the factors that best explain between-species differences in outputs. We do this using British breeding birds as a case study, producing a ranked list of species based on two scientific publication metrics: total number of papers (a measure of research quantity) and h-index (a measure of the number of highly cited papers on a topic – an indication of research quality). Widespread, populous species which are native, resident and in receipt of biodiversity action plans produced significantly higher publication metrics. Guild was also significant, birds of prey the most studied group, with pigeons and doves the least studied. The model outputs for both metrics were very similar, suggesting that, at least in this example, research quantity and quality were highly correlated. The results highlight three key gaps in the evidence base, with fewer citations and publications relating to migrant breeders, introduced species and species which have experienced contractions in distribution. We suggest that the use of publication metrics in this way provides a novel approach to understanding the scale and drivers of both research quantity and impact at a species level and could be widely applied, both taxonomically and geographically.
",Which Species Are We Researching and Why? A Case Study of the Ecology of British Breeding Birds
Sitta canadensis,1,Red-breasted Nuthatch,49.26476,-123.25257,12,10.1371/journal.pone.0020744,2011-07-27T00:00:00Z,"Background: The causes for the higher biodiversity in the Neotropics as compared to the Nearctic and the factors promoting species diversification in each region have been much debated. The refuge hypothesis posits that high tropical diversity reflects high speciation rates during the Pleistocene, but this conclusion has been challenged. The present study investigates this matter by examining continental patterns of avian diversification through the analysis of large-scale DNA barcode libraries. Methodology and Principal Findings: Standardized COI datasets from the avifaunas of Argentina, the Nearctic, and the Palearctic were analyzed. Average genetic distances between closest congeners and sister species were higher in Argentina than in North America reflecting a much higher percentage of recently diverged species in the latter region. In the Palearctic genetic distances between closely related species appeared to be more similar to those of the southern Neotropics. Average intraspecific variation was similar in Argentina and North America, while the Palearctic fauna had a higher value due to a higher percentage of variable species. Geographic patterning of intraspecific structure was more complex in the southern Neotropics than in the Nearctic, while the Palearctic showed an intermediate level of complexity. Conclusions and Significance: DNA barcodes can reveal continental patterns of diversification. Our analysis suggests that avian species are older in Argentina than in the Nearctic, supporting the idea that the greater diversity of the Neotropical avifauna is not caused by higher recent speciation rates. Species in the Palearctic also appear to be older than those in the Nearctic. These results, combined with the patterns of geographic structuring found in each region, suggest a major impact of Pleistocene glaciations in the Nearctic, a lesser effect in the Palearctic and a mild effect in the southern Neotropics. ",DNA Barcode Libraries Provide Insight into Continental Patterns of Avian Diversification
Sitta canadensis,1,Red-breasted Nuthatch,49.26476,-123.25257,12,10.1371/journal.pone.0162005,2016-08-31T00:00:00Z,"
Sindbis virus (SINV) is a mosquito-borne bird virus that occasionally causes human disease in Fennoscandia, suggested to have cyclic 7-year intervals between outbreaks. Reliable data on human infections in Sweden is however lacking. Here we investigated the SINV antibody prevalence among birds in a Swedish area endemic to SINV to scrutinize if a cyclic variation in antibody prevalence is present in the natural host of SINV. Serum from birds were sampled in the summers of 2002–2004 and 2009 in the floodplains of the River Dalälven in central Sweden, with 2002 and 2009 representing hypothesized years of SINV outbreaks. A total of 963 birds from 52 species (mainly passerines) were tested for the presence of SINV antibodies using a plaque reduction neutralization test. The highest SINV antibody prevalence was found in Turdidae species, specifically Fieldfare, Redwing and Song thrush in which more than 70% of sampled individuals had antibodies to SINV in 2009. The SINV antibody prevalence significantly varied between years with 2% in 2002, 8% in 2003, 14% in 2004 and 37% in 2009. Antibodies were found equally often in hatchlings and in adults and increased from early to late in the season. Clearly, the SINV antibody prevalence was not elevated in the bird hosts in the predicted outbreak year 2002, thus solid evidence of a cyclic occurrence of SINV in Sweden is still lacking.
",Temporal Variation in Sindbis Virus Antibody Prevalence in Bird Hosts in an Endemic Area in Sweden
Sitta canadensis,1,Red-breasted Nuthatch,49.26476,-123.25257,12,10.1371/journal.pone.0151024,2016-03-09T00:00:00Z,"
A primary assumption of environmental niche models (ENMs) is that models are both accurate and transferable across geography or time; however, recent work has shown that models may be accurate but not highly transferable. While some of this is due to modeling technique, individual species ecologies may also underlie this phenomenon. Life history traits certainly influence the accuracy of predictive ENMs, but their impact on model transferability is less understood. This study investigated how life history traits influence the predictive accuracy and transferability of ENMs using historically calibrated models for birds. In this study I used historical occurrence and climate data (1950-1990s) to build models for a sample of birds, and then projected them forward to the ‘future’ (1960-1990s). The models were then validated against models generated from occurrence data at that ‘future’ time. Internal and external validation metrics, as well as metrics assessing transferability, and Generalized Linear Models were used to identify life history traits that were significant predictors of accuracy and transferability. This study found that the predictive ability of ENMs differs with regard to life history characteristics such as range, migration, and habitat, and that the rarity versus commonness of a species affects the predicted stability and overlap and hence the transferability of projected models. Projected ENMs with both high accuracy and transferability scores, still sometimes suffered from over- or under- predicted species ranges. Life history traits certainly influenced the accuracy of predictive ENMs for birds, but while aspects of geographic range impact model transferability, the mechanisms underlying this are less understood.
",Life History Traits and Niche Instability Impact Accuracy and Temporal Transferability for Historically Calibrated Distribution Models of North American Birds
Sitta canadensis,1,Red-breasted Nuthatch,49.26476,-123.25257,12,10.1371/journal.pone.0101765,2014-07-07T00:00:00Z,"
Indirect methods to estimate parental status, such as the observation of parental provisioning, have been problematic due to potential biases associated with imperfect detection. We developed a method to evaluate parental status based on a novel combination of parental provisioning observations and hierarchical modeling. In the summers of 2009 to 2011, we surveyed 393 sites, each on three to four consecutive days at Forêt Montmorency, Québec, Canada. We assessed parental status of 2331 adult songbirds based on parental food provisioning. To account for imperfect detection of parental status, we applied MacKenzie et al.'s (2002) two-state hierarchical model to obtain unbiased estimates of the proportion of sites with successfully nesting birds, and the proportion of adults with offspring. To obtain an independent evaluation of detection probability, we monitored 16 active nests in 2010 and conducted parental provisioning observations away from them. The probability of detecting food provisioning was 0.31 when using nest monitoring, a value within the 0.11 to 0.38 range that was estimated by two-state models. The proportion of adults or sites with broods approached 0.90 and varied depending on date during the sampling season and year, exemplifying the role of eastern boreal forests as highly productive nesting grounds for songbirds. This study offers a simple and effective sampling design for studying avian reproductive performance that could be implemented in national surveys such as breeding bird atlases.
",Food Provisioning and Parental Status in Songbirds: Can Occupancy Models Be Used to Estimate Nesting Performance?
Sitta canadensis,1,Red-breasted Nuthatch,49.26476,-123.25257,12,10.1371/journal.pone.0055097,2013-02-05T00:00:00Z,"
        Understanding interactions between mobile species distributions and landcover characteristics remains an outstanding challenge in ecology. Multiple factors could explain species distributions including endogenous evolutionary traits leading to conspecific clustering and endogenous habitat features that support life history requirements. Birds are a useful taxon for examining hypotheses about the relative importance of these factors among species in a community. We developed a hierarchical Bayes approach to model the relationships between bird species occupancy and local landcover variables accounting for spatial autocorrelation, species similarities, and partial observability. We fit alternative occupancy models to detections of 90 bird species observed during repeat visits to 316 point-counts forming a 400-m grid throughout the Patuxent Wildlife Research Refuge in Maryland, USA. Models with landcover variables performed significantly better than our autologistic and null models, supporting the hypothesis that local landcover heterogeneity is important as an exogenous driver for species distributions. Conspecific clustering alone was a comparatively poor descriptor of local community composition, but there was evidence for spatial autocorrelation in all species. Considerable uncertainty remains whether landcover combined with spatial autocorrelation is most parsimonious for describing bird species distributions at a local scale. Spatial structuring may be weaker at intermediate scales within which dispersal is less frequent, information flows are localized, and landcover types become spatially diversified and therefore exhibit little aggregation. Examining such hypotheses across species assemblages contributes to our understanding of community-level associations with conspecifics and landscape composition.
      ",Explaining Local-Scale Species Distributions: Relative Contributions of Spatial Autocorrelation and Landscape Heterogeneity for an Avian Assemblage
Junco hyemalis,1,Dark-eyed Junco,49.26476,-123.25257,87,10.1371/journal.pone.0063242,2013-05-10T00:00:00Z,"
The evolutionary divergence of island populations, and in particular the tempo and relative importance of neutral and selective factors, is of central interest to the study of speciation. The rate of phenotypic evolution upon island colonization can vary greatly among taxa, and cases of convergent evolution can further confound the inference of correct evolutionary histories. Given the potential lability of phenotypic characters, molecular dating of insular lineages analyzed in a phylogenetic framework provides a critical tool to test hypotheses of phenotypic divergence since colonization. The Guadalupe junco is the only insular form of the polymorphic dark-eyed junco (Junco hyemalis), and shares eye and plumage color with continental morphs, yet presents an enlarged bill and reduced body size. Here we use variation in mtDNA sequence, morphological traits and song variables to test whether the Guadalupe junco evolved rapidly following a recent colonization by a mainland form of the dark-eyed junco, or instead represents a well-differentiated “cryptic” lineage adapted to the insular environment through long-term isolation, with plumage coloration a result of evolutionary convergence. We found high mtDNA divergence of the island lineage with respect to both continental J. hyemalis and J. phaeonotus, representing a history of isolation of about 600,000 years. The island lineage was also significantly differentiated in morphological and male song variables. Moreover, and contrary to predictions regarding diversity loss on small oceanic islands, we document relatively high levels of both haplotypic and song-unit diversity on Guadalupe Island despite long-term isolation in a very small geographic area. In contrast to prevailing taxonomy, the Guadalupe junco is an old, well-differentiated evolutionary lineage, whose similarity to mainland juncos in plumage and eye color is due to evolutionary convergence. Our findings confirm the role of remote islands in driving divergence and speciation, but also their potential role as repositories of ancestral diversity.
",Speciation on Oceanic Islands: Rapid Adaptive Divergence vs. Cryptic Speciation in a Guadalupe Island Songbird (Aves: Junco)
Junco hyemalis,1,Dark-eyed Junco,49.26476,-123.25257,87,10.1371/journal.pone.0061784,2013-04-16T00:00:00Z,"
        Despite sharing much of their genomes, males and females are often highly dimorphic, reflecting at least in part the resolution of sexual conflict in response to sexually antagonistic selection. Sexual dimorphism arises owing to sex differences in gene expression, and steroid hormones are often invoked as a proximate cause of sexual dimorphism. Experimental elevation of androgens can modify behavior, physiology, and gene expression, but knowledge of the role of hormones remains incomplete, including how the sexes differ in gene expression in response to hormones. We addressed these questions in a bird species with a long history of behavioral endocrinological and ecological study, the dark-eyed junco (Junco hyemalis), using a custom microarray. Focusing on two brain regions involved in sexually dimorphic behavior and regulation of hormone secretion, we identified 651 genes that differed in expression by sex in medial amygdala and 611 in hypothalamus. Additionally, we treated individuals of each sex with testosterone implants and identified many genes that may be related to previously identified phenotypic effects of testosterone treatment. Some of these genes relate to previously identified effects of testosterone-treatment and suggest that the multiple effects of testosterone may be mediated by modifying the expression of a small number of genes. Notably, testosterone-treatment tended to alter expression of different genes in each sex: only 4 of the 527 genes identified as significant in one sex or the other were significantly differentially expressed in both sexes. Hormonally regulated gene expression is a key mechanism underlying sexual dimorphism, and our study identifies specific genes that may mediate some of these processes.
      ",Testosterone Affects Neural Gene Expression Differently in Male and Female Juncos: A Role for Hormones in Mediating Sexual Dimorphism and Conflict
Junco hyemalis,1,Dark-eyed Junco,49.26476,-123.25257,87,10.1371/journal.pone.0077816,2013-10-30T00:00:00Z,"
Recent research has shown that female expression of competitive traits can be advantageous, providing greater access to limited reproductive resources. In males increased competitive trait expression often comes at a cost, e.g. trading off with parental effort. However, it is currently unclear whether, and to what extent, females also face such tradeoffs, whether the costs associated with that tradeoff overwhelm the potential benefits of resource acquisition, and how environmental factors might alter those relationships. To address this gap, we examine the relationships between aggression, maternal effort, offspring quality and reproductive success in a common songbird, the dark-eyed junco (Junco hyemalis), over two breeding seasons. We found that compared to less aggressive females, more aggressive females spent less time brooding nestlings, but fed nestlings more frequently. In the year with better breeding conditions, more aggressive females produced smaller eggs and lighter hatchlings, but in the year with poorer breeding conditions they produced larger eggs and achieved greater nest success. There was no relationship between aggression and nestling mass after hatch day in either year. These findings suggest that though females appear to tradeoff competitive ability with some forms of maternal care, the costs may be less than previously thought. Further, the observed year effects suggest that costs and benefits vary according to environmental variables, which may help to account for variation in the level of trait expression.
","Costs and Benefits of Competitive Traits in Females: Aggression, Maternal Care and Reproductive Success"
Junco hyemalis,1,Dark-eyed Junco,49.26476,-123.25257,87,10.1371/journal.pone.0101577,2014-07-03T00:00:00Z,"
Flexible metabolic phenotypes allow animals to adjust physiology to better fit ecological or environmental demands, thereby influencing fitness. Summit metabolic rate (Msum = maximal thermogenic capacity) is one such flexible trait. Skeletal muscle and heart masses and myocyte metabolic intensity are potential drivers of Msum flexibility in birds. We examined correlations of skeletal muscle and heart masses and pectoralis muscle citrate synthase (CS) activity (an indicator of cellular metabolic intensity) with Msum in house sparrows (Passer domesticus) and dark-eyed juncos (Junco hyemalis) to determine whether these traits are associated with Msum variation. Pectoralis mass was positively correlated with Msum for both species, but no significant correlation remained for either species after accounting for body mass (Mb) variation. Combined flight and leg muscle masses were also not significantly correlated with Msum for either species. In contrast, heart mass was significantly positively correlated with Msum for juncos and nearly so (P = 0.054) for sparrows. Mass-specific and total pectoralis CS activities were significantly positively correlated with Msum for sparrows, but not for juncos. Thus, myocyte metabolic intensity influences Msum variation in house sparrows, although the stronger correlation of total (r = 0.495) than mass-specific (r = 0.378) CS activity with Msum suggests that both pectoralis mass and metabolic intensity impact Msum. In contrast, neither skeletal muscle masses nor pectoralis metabolic intensity varied with Msum in juncos. However, heart mass was associated with Msum variation in both species. These data suggest that drivers of metabolic flexibility are not uniform among bird species.
",Mechanistic Drivers of Flexibility in Summit Metabolic Rates of Small Birds
Junco hyemalis,1,Dark-eyed Junco,49.26476,-123.25257,87,10.1371/journal.pone.0034271,2012-03-27T00:00:00Z,"
        The underlying assumption of the aerobic capacity model for the evolution of endothermy is that basal (BMR) and maximal aerobic metabolic rates are phenotypically linked. However, because BMR is largely a function of central organs whereas maximal metabolic output is largely a function of skeletal muscles, the mechanistic underpinnings for their linkage are not obvious. Interspecific studies in birds generally support a phenotypic correlation between BMR and maximal metabolic output. If the aerobic capacity model is valid, these phenotypic correlations should also extend to intraspecific comparisons. We measured BMR, Msum (maximum thermoregulatory metabolic rate) and MMR (maximum exercise metabolic rate in a hop-flutter chamber) in winter for dark-eyed juncos (Junco hyemalis), American goldfinches (Carduelis tristis; Msum and MMR only), and black-capped chickadees (Poecile atricapillus; BMR and Msum only) and examined correlations among these variables. We also measured BMR and Msum in individual house sparrows (Passer domesticus) in both summer, winter and spring. For both raw metabolic rates and residuals from allometric regressions, BMR was not significantly correlated with either Msum or MMR in juncos. Moreover, no significant correlation between Msum and MMR or their mass-independent residuals occurred for juncos or goldfinches. Raw BMR and Msum were significantly positively correlated for black-capped chickadees and house sparrows, but mass-independent residuals of BMR and Msum were not. These data suggest that central organ and exercise organ metabolic levels are not inextricably linked and that muscular capacities for exercise and shivering do not necessarily vary in tandem in individual birds. Why intraspecific and interspecific avian studies show differing results and the significance of these differences to the aerobic capacity model are unknown, and resolution of these questions will require additional studies of potential mechanistic links between minimal and maximal metabolic output.
      ",Intraspecific Correlations of Basal and Maximal Metabolic Rates in Birds and the Aerobic Capacity Model for the Evolution of Endothermy
Junco hyemalis,1,Dark-eyed Junco,49.26476,-123.25257,87,10.1371/journal.pbio.1000495,2010-09-28T00:00:00Z,"
Ancient hepadnavirus sequences found in bird genomes reveal that this family of viruses, which includes the human hepatitis B virus, is much older than previously thought.

Because most extant viruses mutate rapidly and lack a true fossil record, their deep evolution and long-term substitution rates remain poorly understood. In addition to retroviruses, which rely on chromosomal integration for their replication, many other viruses replicate in the nucleus of their host's cells and are therefore prone to endogenization, a process that involves integration of viral DNA into the host's germline genome followed by long-term vertical inheritance. Such endogenous viruses are highly valuable as they provide a molecular fossil record of past viral invasions, which may be used to decipher the origins and long-term evolutionary characteristics of modern pathogenic viruses. Hepadnaviruses (Hepadnaviridae) are a family of small, partially double-stranded DNA viruses that include hepatitis B viruses. Here we report the discovery of endogenous hepadnaviruses in the genome of the zebra finch. We used a combination of cross-species analysis of orthologous insertions, molecular dating, and phylogenetic analyses to demonstrate that hepadnaviruses infiltrated repeatedly the germline genome of passerine birds. We provide evidence that some of the avian hepadnavirus integration events are at least 19 My old, which reveals a much deeper ancestry of Hepadnaviridae than could be inferred based on the coalescence times of modern hepadnaviruses. Furthermore, the remarkable sequence similarity between endogenous and extant avian hepadnaviruses (up to 75% identity) suggests that long-term substitution rates for these viruses are on the order of 10−8 substitutions per site per year, which is a 1,000-fold slower than short-term rates estimated based on the sequences of circulating hepadnaviruses. Together, these results imply a drastic shift in our understanding of the time scale of hepadnavirus evolution, and suggest that the rapid evolutionary dynamics characterizing modern avian hepadnaviruses do not reflect their mode of evolution on a deep time scale.
Author Summary: Paleovirology is the study of ancient viruses and the way they have shaped the innate immune system of their hosts over millions of years. One way to reconstruct the deep evolution of viruses is to search for viral sequences “fossilized” at different evolutionary time points in the genome of their hosts. Besides retroviruses, few virus families are known to have deposited molecular relics in their host's genomes. Here we report on the discovery of multiple fragments of viruses belonging to the Hepadnaviridae family (which includes the human hepatitis B viruses) fossilized in the genome of the zebra finch. We show that some of these fragments infiltrated the germline genome of passerine birds more than 19 million years ago, which implies that hepadnaviruses are much older than previously thought. Based on this age, we can infer a long-term avian hepadnavirus substitution rate, which is a 1,000-fold slower than all short-term substitution rates calculated based on extant hepadnavirus sequences. These results call for a reevaluation of the long-term evolution of Hepadnaviridae, and indicate that some exogenous hepadnaviruses may still be circulating today in various passerine birds. ",Genomic Fossils Calibrate the Long-Term Evolution of Hepadnaviruses
Junco hyemalis,1,Dark-eyed Junco,49.26476,-123.25257,87,10.1371/journal.pone.0074005,2013-08-12T00:00:00Z,"
				An increasing number of studies indicate that not only females but also males can be selective when choosing a mate. In species exhibiting male or mutual mate choice, females may benefit from being attractive. While male attractiveness is often positively influenced by higher plasma levels of the androgenic hormone testosterone, it has been shown that testosterone can masculinise female behavior and morphology in several bird species, potentially rendering them less attractive. In this study, we investigated whether female budgerigars, Melopsittacus undulatus, suffer from increased plasma testosterone levels through a negative effect on their attractiveness to males. We experimentally increased plasma testosterone levels in testosterone-treated females (T-females) compared to controls (C-females) and allowed males to choose between a T- and a C-female in a two-way choice situation. Although testosterone treatment significantly affected female behavioral and morphological characteristics, males did not show a significant difference in preference between T- and C-females. These results suggest that experimentally increasing testosterone levels in females does not appear to influence male preference during initial mate choice. Our findings indicate that selection for higher levels of testosterone in male budgerigars is probably not constrained by a correlated response to selection causing negative effects on female attractiveness during initial mate choice. Evaluating whether or not a potential constraint may arise from negative testosterone-induced effects on other fitness related traits in females requires further work.
			",Hot or Not: The Effects of Exogenous Testosterone on Female Attractiveness to Male Conspecifics in the Budgerigar
Junco hyemalis,1,Dark-eyed Junco,49.26476,-123.25257,87,10.1371/journal.pone.0054120,2013-01-14T00:00:00Z,"
        Research on male animals suggests that the hormone testosterone plays a central role in mediating the trade-off between mating effort and parental effort. However, the direct links between testosterone, intrasexual aggression and parental care are remarkably mixed across species. Previous attempts to reconcile these patterns suggest that selection favors behavioral insensitivity to testosterone when paternal care is essential to reproductive success and when breeding seasons are especially short. Females also secrete testosterone, though the degree to which similar testosterone-mediated trade-offs occur in females is much less clear. Here, I ask whether testosterone mediates trade-offs between aggression and incubation in females, and whether patterns of female sensitivity to testosterone relate to female life history, as is often the case in males. I experimentally elevated testosterone in free-living, incubating female tree swallows (Tachycineta bicolor), a songbird with a short breeding season during which female incubation and intrasexual aggression are both essential to female reproductive success. Testosterone-treated females showed significantly elevated aggression, reduced incubation temperatures, and reduced hatching success, relative to controls. Thus, prolonged testosterone elevation during incubation was detrimental to reproductive success, but females nonetheless showed behavioral sensitivity to testosterone. These findings suggest that the relative importance of both mating effort and parental effort may be central to understanding patterns of behavioral sensitivity in both sexes.
      ",Life History Trade-Offs and Behavioral Sensitivity to Testosterone: An Experimental Test When Female Aggression and Maternal Care Co-Occur
Junco hyemalis,1,Dark-eyed Junco,49.26476,-123.25257,87,10.1371/journal.pone.0167829,2016-12-28T00:00:00Z,"
Changes in land cover during urbanization profoundly affect the diversity of bird communities, but the demographic mechanisms affecting diversity are poorly known. We advance such understanding by documenting how urbanization influences breeding dispersal—the annual movement of territorial adults—of six songbird species in the Seattle, WA, USA metropolitan area. We color-banded adults and mapped the centers of their annual breeding activities from 2000–2010 to obtain 504 consecutive movements by 337 adults. By comparing movements, annual reproduction, and mate fidelity among 10 developed, 5 reserved, and 11 changing (areas cleared and developed during our study) landscapes, we determined that adaptive breeding dispersal of sensitive forest species (Swainson’s Thrush and Pacific wren), which involves shifting territory and mate after reproductive failure, was constrained by development. In changing lands, sensitive forest specialists dispersed from active development to nearby forested areas, but in so doing suffered low annual reproduction. Species tolerant of suburban lands (song sparrow, spotted towhee, dark-eyed junco, and Bewick’s wren) dispersed adaptively in changing landscapes. Site fidelity ranged from 0% (Pacific wren in changing landscape) to 83% (Bewick’s wren in forest reserve). Mate fidelity ranged from 25% (dark-eyed junco) to 100% (Bewick’s wren). Variation in fidelity to mate and territory was consistent with theories positing an influence of territory quality, asynchronous return from migration, prior productivity, and reproductive benefits of retaining a familiar territory. Costly breeding dispersal, as well as reduced reproductive success and lowered survival cause some birds to decline in the face of urbanization. In contrast, the ability of species that utilize edges and early successional habitats to breed successfully, disperse to improve reproductive success after failure, and survive throughout the urban ecosystem enables them to maintain or increase population size.
",Breeding Dispersal by Birds in a Dynamic Urban Ecosystem
